Customer ID,Age,Gender,City,Region,Annual Income,Total Purchases,Total Spending,Average Order Value,Purchase Frequency,Last Purchase Date,Recency,Preferred Category,Customer Type
CUST-0504,33,Male,Boulder,Central,72121.6,13,1489.76,114.6,8,2026-08-01,23,Groceries,Returning
CUST-0505,24,Male,Philadelphia,East,59865.07,12,1193.14,99.43,11,2026-07-21,34,Home Essentials,Loyal
CUST-0506,44,Female,Austin,Central,53927.97,5,529.2,105.84,4,2026-05-23,93,Office Supplies,Returning
CUST-0507,35,Other,Los Angeles,West,79408.94,22,2942.33,133.74,13,2026-08-23,1,Office Supplies,Loyal
CUST-0508,26,Female,Pittsburgh,East,100473.15,23,1978.12,86.01,13,2026-05-22,94,Office Supplies,Returning
CUST-0509,48,Female,Charlotte,South,71172.01,6,667.21,111.2,4,2026-07-03,52,Home Essentials,Loyal
CUST-0510,47,Female,Seattle,West,69476.1,15,1830.81,122.05,9,2026-07-29,26,Technology,Returning
CUST-0511,32,Female,Houston,Central,102201.38,16,2244.6,140.29,12,2026-05-03,113,Technology,Returning
CUST-0512,26,Male,Savannah,South,31263.42,4,412.38,103.09,3,2026-08-02,22,Technology,Returning
CUST-0513,18,Female,San Diego,West,86483.46,21,3186.53,151.74,17,2026-07-15,40,Groceries,Loyal
CUST-0514,46,Female,Austin,Central,109251.36,24,3211.67,133.82,14,2026-06-16,69,Furniture,Returning
CUST-0515,30,Male,Philadelphia,East,94174.29,15,1617.09,107.81,10,2026-08-11,13,Home Essentials,Returning
CUST-0516,32,Female,Orlando,South,70108.13,35,2970.12,84.86,21,2026-07-17,38,Groceries,Loyal
CUST-0517,28,Male,San Diego,West,22737.55,9,692.51,76.95,7,2026-08-23,1,Technology,Returning
CUST-0518,25,Male,Charlotte,South,46982.39,9,1077.19,119.69,9,2026-06-05,80,Groceries,Loyal
CUST-0519,66,Female,Atlanta,South,81501.35,5,948.43,189.69,5,2026-05-30,86,Groceries,Returning
CUST-0520,48,Female,Dallas,Central,141241.94,1,209.96,209.96,1,2026-06-17,68,Home Essentials,Returning
CUST-0521,18,Female,Los Angeles,West,72292.89,13,1294.61,99.59,11,2026-04-18,128,Groceries,Returning
CUST-0522,35,Other,Houston,Central,69034.08,12,1131.07,94.26,7,2026-06-29,56,Fashion,Returning
CUST-0523,50,Female,Buffalo,East,88436.81,21,2671.52,127.22,20,2026-08-12,12,Technology,Loyal
CUST-0524,23,Male,Tampa,South,112793.04,11,1539.99,140.0,6,2026-07-06,49,Fashion,Returning
CUST-0525,37,Male,Buffalo,East,53207.85,9,1184.15,131.57,7,2026-07-31,24,Fashion,Returning
CUST-0526,41,Male,Cambridge,East,59048.2,7,588.05,84.01,5,2026-08-22,2,Technology,Returning
CUST-0527,34,Female,Spokane,West,63768.53,5,616.16,123.23,3,2026-08-22,2,Groceries,Returning
CUST-0528,32,Female,Orlando,South,63615.06,12,1205.06,100.42,8,2026-06-16,69,Technology,New
CUST-0529,47,Male,Houston,Central,84155.92,8,963.13,120.39,8,2026-06-20,65,Office Supplies,Loyal
CUST-0530,25,Male,Orlando,South,101472.44,1,133.5,133.5,1,2026-08-21,3,Groceries,New
CUST-0531,26,Female,Miami,South,66957.26,5,443.34,88.67,4,2026-07-29,26,Office Supplies,Returning
CUST-0532,38,Male,Savannah,South,89305.18,12,1429.26,119.11,9,2026-07-19,36,Fashion,Returning
CUST-0533,22,Female,Spokane,West,75328.14,10,1471.88,147.19,7,2026-08-11,13,Groceries,Returning
CUST-0534,38,Male,Spokane,West,69417.28,11,1044.27,94.93,8,2026-05-22,94,Groceries,New
CUST-0535,39,Male,Charlotte,South,91760.61,19,2394.46,126.02,11,2026-08-04,20,Technology,Returning
CUST-0536,39,Female,Los Angeles,West,113402.16,38,4502.09,118.48,21,2026-07-08,47,Technology,Loyal
CUST-0537,18,Male,Tampa,South,83614.26,27,3279.94,121.48,19,2026-05-04,112,Technology,Loyal
CUST-0538,48,Female,Philadelphia,East,53282.24,4,373.29,93.32,3,2026-07-02,53,Technology,Returning
CUST-0539,43,Female,Philadelphia,East,64887.51,11,1406.57,127.87,7,2026-04-19,127,Groceries,Returning
CUST-0540,27,Male,Tampa,South,99430.56,14,2003.94,143.14,9,2026-06-13,72,Office Supplies,Returning
CUST-0541,49,Male,Cambridge,East,92770.86,10,956.3,95.63,6,2026-07-20,35,Furniture,Returning
CUST-0542,22,Female,San Francisco,West,48987.79,6,584.61,97.43,4,2026-08-06,18,Groceries,New
CUST-0543,36,Male,Orlando,South,84308.67,10,1552.12,155.21,9,2026-08-17,7,Technology,Returning
CUST-0544,46,Other,Tampa,South,80166.76,14,1588.63,113.47,10,2026-08-19,5,Technology,New
CUST-0545,20,Female,Spokane,West,73479.29,5,604.04,120.81,4,2026-08-07,17,Technology,New
CUST-0546,31,Female,Denver,Central,71695.54,7,536.41,76.63,4,2026-05-01,115,Groceries,Returning
CUST-0547,41,Male,Tampa,South,91286.72,2,230.31,115.16,2,2026-07-01,54,Home Essentials,New
CUST-0548,42,Other,Tampa,South,51392.39,5,661.61,132.32,3,2026-08-09,15,Technology,Returning
CUST-0549,41,Other,Austin,Central,64942.18,11,1078.57,98.05,9,2026-08-16,8,Office Supplies,Returning
CUST-0550,26,Male,Pittsburgh,East,111414.82,10,1449.72,144.97,10,2026-07-12,43,Fashion,Loyal
CUST-0551,36,Female,Buffalo,East,68054.03,2,161.64,80.82,2,2026-08-22,2,Fashion,New
CUST-0552,33,Male,Cambridge,East,114116.01,7,748.24,106.89,4,2026-08-12,12,Furniture,Returning
CUST-0553,56,Male,Eugene,West,45579.38,13,597.37,45.95,8,2026-08-21,3,Fashion,Returning
CUST-0554,25,Male,San Francisco,West,57033.76,2,259.75,129.88,2,2026-02-03,202,Home Essentials,New
CUST-0555,52,Other,San Francisco,West,79824.25,13,1725.85,132.76,9,2026-06-04,81,Home Essentials,Returning
CUST-0556,56,Female,San Diego,West,83788.2,5,551.99,110.4,5,2026-07-26,29,Home Essentials,Returning
CUST-0557,29,Male,Philadelphia,East,50481.89,10,934.58,93.46,10,2026-06-11,74,Home Essentials,Loyal
CUST-0558,42,Other,Savannah,South,24110.5,18,1497.67,83.2,11,2026-05-14,102,Groceries,Returning
CUST-0559,48,Male,Los Angeles,West,76821.88,10,1142.07,114.21,7,2026-08-11,13,Office Supplies,Returning
CUST-0560,18,Female,Denver,Central,70460.9,16,1483.04,92.69,12,2025-12-19,248,Fashion,Loyal
CUST-0561,36,Male,Eugene,West,76371.11,6,801.32,133.55,6,2026-08-06,18,Groceries,Loyal
CUST-0562,29,Male,Houston,Central,47883.42,11,1237.61,112.51,7,2026-08-21,3,Home Essentials,Loyal
CUST-0563,53,Female,Eugene,West,44340.32,8,1011.42,126.43,6,2026-04-23,123,Technology,New
CUST-0564,35,Male,Boston,East,57626.69,17,2089.6,122.92,15,2026-07-21,34,Groceries,Loyal
CUST-0565,22,Female,Denver,Central,64586.74,9,705.28,78.36,9,2026-06-29,56,Office Supplies,Returning
CUST-0566,44,Male,Austin,Central,88596.84,27,3348.13,124.0,15,2026-06-07,78,Technology,Returning
CUST-0567,42,Male,Seattle,West,73634.26,1,127.37,127.37,1,2026-06-01,84,Technology,New
CUST-0568,58,Male,Portland,West,90216.24,16,1817.78,113.61,11,2026-08-20,4,Groceries,Loyal
CUST-0569,34,Male,Portland,West,70956.58,16,1912.8,119.55,13,2026-06-26,59,Office Supplies,Returning
CUST-0570,18,Male,Miami,South,86225.5,10,1119.61,111.96,10,2026-08-12,12,Technology,Returning
CUST-0571,37,Male,Boston,East,58983.21,4,470.62,117.65,3,2026-06-04,81,Technology,Returning
CUST-0572,29,Female,Pittsburgh,East,45521.92,7,519.26,74.18,6,2026-05-30,86,Office Supplies,New
CUST-0573,39,Male,Miami,South,69505.04,18,2000.14,111.12,11,2026-05-05,111,Office Supplies,New
CUST-0574,36,Female,San Francisco,West,113508.53,17,1791.01,105.35,9,2026-08-02,22,Groceries,Returning
CUST-0575,30,Male,Seattle,West,33188.79,9,682.09,75.79,5,2026-04-08,138,Furniture,Returning
CUST-0576,35,Male,Los Angeles,West,43724.04,4,598.96,149.74,4,2026-08-21,3,Office Supplies,Returning
CUST-0577,24,Male,Raleigh,South,84500.1,19,2294.23,120.75,12,2026-07-15,40,Fashion,Returning
CUST-0578,18,Male,Portland,West,54913.48,22,2361.34,107.33,13,2026-08-10,14,Groceries,Returning
CUST-0579,44,Female,New York City,East,47653.17,20,1343.72,67.19,14,2026-07-29,26,Home Essentials,Loyal
CUST-0580,38,Male,Savannah,South,111585.39,9,995.61,110.62,6,2026-06-09,76,Fashion,Loyal
CUST-0581,56,Male,Buffalo,East,71295.52,10,619.48,61.95,8,2025-10-26,302,Technology,Returning
CUST-0582,42,Female,Atlanta,South,88221.18,16,2356.47,147.28,14,2026-07-21,34,Technology,Loyal
CUST-0583,50,Female,Atlanta,South,79308.8,17,3002.27,176.6,14,2026-03-29,148,Home Essentials,Returning
CUST-0584,39,Male,New York City,East,71570.75,9,1192.32,132.48,7,2026-04-27,119,Fashion,New
CUST-0585,31,Female,Orlando,South,57349.0,1,114.22,114.22,1,2026-08-09,15,Office Supplies,New
CUST-0586,36,Male,San Francisco,West,106749.93,20,1808.75,90.44,12,2026-08-21,3,Fashion,Loyal
CUST-0587,42,Female,Portland,West,65746.25,8,1159.42,144.93,6,2026-07-20,35,Furniture,Returning
CUST-0588,18,Female,Pittsburgh,East,58023.9,11,1547.7,140.7,8,2026-07-27,28,Home Essentials,Loyal
CUST-0589,33,Female,Boston,East,52913.13,13,588.85,45.3,8,2026-06-28,57,Home Essentials,Returning
CUST-0590,35,Male,Seattle,West,80302.3,3,445.61,148.54,3,2026-08-23,1,Fashion,Returning
CUST-0591,43,Male,Houston,Central,83127.81,8,1231.79,153.97,8,2026-05-08,108,Home Essentials,Returning
CUST-0592,43,Female,Atlanta,South,52504.57,8,462.24,57.78,7,2026-06-04,81,Technology,Returning
CUST-0593,37,Other,Miami,South,83540.39,18,2591.11,143.95,10,2026-08-09,15,Home Essentials,Returning
CUST-0594,35,Male,Boulder,Central,73937.94,17,1576.03,92.71,12,2026-08-01,23,Fashion,Returning
CUST-0595,33,Male,Raleigh,South,30003.52,1,67.05,67.05,1,2026-08-13,11,Technology,New
CUST-0596,38,Female,Savannah,South,53382.75,1,82.45,82.45,1,2026-03-18,159,Home Essentials,Returning
CUST-0597,35,Female,Raleigh,South,65608.21,6,732.82,122.14,4,2026-03-15,162,Furniture,New
CUST-0598,38,Female,Portland,West,84260.55,2,272.94,136.47,2,2026-08-04,20,Technology,Returning
CUST-0599,35,Male,Chicago,Central,89364.38,18,2655.56,147.53,13,2026-08-15,9,Fashion,Loyal
CUST-0600,51,Male,Orlando,South,49124.04,15,1517.97,101.2,10,2026-08-05,19,Fashion,Loyal
CUST-0601,51,Female,Philadelphia,East,94696.72,8,810.96,101.37,8,2026-05-04,112,Office Supplies,Returning
CUST-0602,41,Male,Atlanta,South,61362.75,1,98.44,98.44,1,2026-05-22,94,Furniture,New
CUST-0603,33,Female,Los Angeles,West,68264.92,5,596.8,119.36,3,2026-07-07,48,Fashion,Returning
CUST-0604,25,Female,Boulder,Central,,14,1292.46,92.32,8,2026-08-06,18,Technology,Returning
CUST-0605,40,Female,Miami,South,58590.41,13,1253.3,96.41,9,2026-04-20,126,Fashion,Returning
CUST-0606,33,Female,Boulder,Central,91731.23,2,309.88,154.94,2,2026-08-22,2,Technology,Returning
CUST-0607,42,Female,Orlando,South,32207.67,6,518.42,86.4,6,2026-08-15,9,Fashion,Returning
CUST-0608,32,Female,San Francisco,West,69319.41,10,1026.75,102.67,10,2026-08-10,14,Furniture,Loyal
CUST-0609,37,Male,Pittsburgh,East,79947.05,11,1431.22,130.11,8,2026-07-27,28,Technology,New
CUST-0610,30,Male,Savannah,South,67276.32,1,98.22,98.22,1,2026-05-10,106,Furniture,Returning
CUST-0611,21,Female,Tampa,South,58376.48,8,1157.09,144.64,8,2026-07-03,52,Furniture,Returning
CUST-0612,24,Female,New York City,East,74302.86,14,1611.14,115.08,13,2026-07-18,37,Technology,Returning
CUST-0613,44,Male,Charlotte,South,83238.11,1,83.02,83.02,1,2026-07-30,25,Technology,New
CUST-0614,23,Male,Denver,Central,100301.17,2,178.29,89.15,2,2026-07-29,26,Home Essentials,Returning
CUST-0615,45,Female,Raleigh,South,89941.33,6,861.51,143.59,6,2026-04-07,139,Groceries,New
CUST-0616,31,Male,Savannah,South,40060.02,1,103.17,103.17,1,2026-07-01,54,Groceries,New
CUST-0617,49,Female,New York City,East,60560.23,3,373.17,124.39,3,2026-07-12,43,Fashion,Returning
CUST-0618,39,Male,Los Angeles,West,65636.46,17,1549.3,91.14,14,2026-08-20,4,Furniture,Returning
CUST-0619,28,Male,Los Angeles,West,86258.22,18,2406.53,133.7,17,2026-07-24,31,Technology,Returning
CUST-0620,32,Female,Pittsburgh,East,102798.78,15,2596.02,173.07,8,2026-08-11,13,Groceries,Returning
CUST-0621,37,Female,Spokane,West,77387.65,16,1817.35,113.58,11,2026-08-23,1,Office Supplies,Returning
CUST-0622,18,Female,San Diego,West,50842.97,3,318.68,106.23,2,2026-08-10,14,Groceries,Returning
CUST-0623,39,Female,Philadelphia,East,41986.48,5,241.97,48.39,5,2026-07-17,38,Technology,Returning
CUST-0624,33,Female,San Diego,West,86327.96,6,437.08,72.85,4,2026-06-22,63,Technology,New
CUST-0625,45,Male,New York City,East,93921.77,15,2561.59,170.77,9,2026-05-05,111,Groceries,New
CUST-0626,20,Male,Atlanta,South,76235.79,19,1546.31,81.38,11,2026-08-12,12,Home Essentials,Loyal
CUST-0627,35,Female,Philadelphia,East,66459.26,10,1391.36,139.14,6,2025-08-24,365,Office Supplies,New
CUST-0628,36,Male,Cambridge,East,42903.22,12,1104.54,92.04,12,2026-06-25,60,Groceries,Loyal
CUST-0629,44,Male,Cambridge,East,57060.71,18,2492.53,138.47,12,2026-08-07,17,Office Supplies,Loyal
CUST-0630,46,Male,Cambridge,East,37400.3,8,1019.84,127.48,6,2026-08-20,4,Home Essentials,Returning
CUST-0631,49,Male,Denver,Central,54320.46,13,1534.87,118.07,9,2026-06-16,69,Technology,Returning
CUST-0632,43,Male,Houston,Central,113282.69,13,1906.93,146.69,8,2026-08-15,9,Groceries,Loyal
CUST-0633,47,Male,San Francisco,West,120690.36,1,98.29,98.29,1,2026-02-07,198,Furniture,New
CUST-0634,34,Female,Pittsburgh,East,67317.18,11,992.52,90.23,7,2026-07-31,24,Office Supplies,Returning
CUST-0635,61,Male,Denver,Central,62674.13,15,1733.84,115.59,9,2026-08-10,14,Home Essentials,Returning
CUST-0636,44,Male,Spokane,West,88065.52,6,733.38,122.23,4,2026-07-14,41,Groceries,New
CUST-0637,55,Other,Raleigh,South,87356.47,3,420.43,140.14,3,2026-05-17,99,Groceries,Returning
CUST-0638,34,Female,Tampa,South,49396.18,10,1208.58,120.86,8,2026-08-11,13,Fashion,Returning
CUST-0639,37,Female,Los Angeles,West,88782.82,11,1311.39,119.22,7,2026-07-26,29,Home Essentials,Returning
CUST-0640,22,Female,Denver,Central,121333.55,8,938.78,117.35,5,2026-08-16,8,Furniture,Returning
CUST-0641,36,Male,Boulder,Central,42677.71,17,1489.53,87.62,11,2026-08-10,14,Groceries,Loyal
CUST-0642,49,Male,Boston,East,61224.32,15,2114.63,140.98,13,2026-08-23,1,Fashion,Loyal
CUST-0643,50,Male,New York City,East,95185.57,9,1098.49,122.05,8,2026-05-06,110,Furniture,Returning
CUST-0644,32,Male,Atlanta,South,46007.33,9,659.02,73.22,5,2026-07-27,28,Furniture,New
CUST-0645,42,Male,Miami,South,66081.49,18,2332.88,129.6,11,2026-06-14,71,Technology,Loyal
CUST-0646,40,Male,San Francisco,West,71467.42,18,1982.13,110.12,12,2026-08-08,16,Groceries,Loyal
CUST-0647,53,Male,Orlando,South,90464.79,1,204.42,204.42,1,2026-07-20,35,Furniture,New
CUST-0648,28,Male,Boston,East,97734.93,13,1492.45,114.8,8,2026-06-17,68,Groceries,Loyal
CUST-0649,31,Male,Raleigh,South,42542.64,13,846.81,65.14,8,2026-05-08,108,Furniture,New
CUST-0650,33,Male,Denver,Central,88431.74,26,3390.27,130.4,22,2026-08-07,17,Home Essentials,Loyal
CUST-0651,49,Female,Pittsburgh,East,62629.07,8,1042.11,130.26,8,2026-05-12,104,Home Essentials,Returning
CUST-0652,18,Male,New York City,East,62000.0,17,1111.13,65.36,14,2026-07-18,37,Technology,Loyal
CUST-0653,50,Female,Atlanta,South,72334.36,2,250.19,125.09,2,2026-05-19,97,Groceries,New
CUST-0654,37,Female,Atlanta,South,97991.14,3,418.5,139.5,2,2026-05-30,86,Office Supplies,Returning
CUST-0655,35,Male,Pittsburgh,East,90278.45,7,673.6,96.23,6,2026-08-06,18,Office Supplies,Returning
CUST-0656,45,Female,Savannah,South,45804.6,10,722.76,72.28,6,2026-07-20,35,Groceries,Loyal
CUST-0657,58,Male,San Francisco,West,50942.77,16,1127.92,70.49,9,2026-08-11,13,Home Essentials,Returning
CUST-0658,45,Female,San Diego,West,50063.9,9,767.29,85.25,9,2026-05-24,92,Office Supplies,Returning
CUST-0659,47,Female,San Diego,West,92723.51,16,1390.84,86.93,12,2026-04-23,123,Office Supplies,Loyal
CUST-0660,24,Female,New York City,East,55218.82,21,2344.1,111.62,12,2026-05-01,115,Groceries,Returning
CUST-0661,33,Female,Dallas,Central,67104.78,25,3626.97,145.08,21,2026-06-26,59,Groceries,Loyal
CUST-0662,49,Female,Austin,Central,61658.83,6,741.91,123.65,6,2026-07-26,29,Office Supplies,Loyal
CUST-0663,55,Female,Orlando,South,59865.58,2,177.65,88.83,2,2026-08-11,13,Groceries,Returning
CUST-0664,24,Female,Chicago,Central,50942.39,21,1276.09,60.77,17,2026-08-23,1,Furniture,Returning
CUST-0665,18,Male,San Francisco,West,96550.13,11,1712.04,155.64,7,2026-04-12,134,Fashion,Returning
CUST-0666,25,Male,Denver,Central,82372.76,2,242.29,121.15,2,2026-08-10,14,Technology,New
CUST-0667,53,Male,Tampa,South,37310.24,13,1554.89,119.61,10,2026-07-28,27,Fashion,Loyal
CUST-0668,24,Female,Miami,South,43786.49,14,2265.34,161.81,8,2026-06-21,64,Technology,Returning
CUST-0669,29,Male,Boston,East,70761.23,13,1797.29,138.25,10,2026-05-20,96,Technology,New
CUST-0670,44,Female,Seattle,West,40814.42,7,810.09,115.73,4,2026-07-16,39,Office Supplies,Returning
CUST-0671,28,Male,Eugene,West,90336.46,21,3234.98,154.05,13,2026-08-03,21,Furniture,Returning
CUST-0672,31,Male,Boulder,Central,59129.49,7,554.86,79.27,7,2026-02-14,191,Technology,Returning
CUST-0673,25,Female,Tampa,South,97180.02,17,1647.46,96.91,15,2026-08-02,22,Furniture,Loyal
CUST-0674,29,Female,Orlando,South,91990.32,12,1669.16,139.1,9,2026-06-16,69,Office Supplies,Returning
CUST-0675,50,Male,Austin,Central,55071.86,18,2365.53,131.42,11,2026-08-13,11,Furniture,Loyal
CUST-0676,38,Male,Spokane,West,90808.21,3,445.12,148.37,2,2026-01-14,222,Groceries,New
CUST-0677,58,Female,Dallas,Central,62551.5,12,1140.61,95.05,7,2026-04-30,116,Office Supplies,Returning
CUST-0678,31,Female,Los Angeles,West,87622.03,21,3098.63,147.55,13,2026-08-11,13,Home Essentials,Returning
CUST-0679,40,Male,Denver,Central,74107.78,14,974.79,69.63,11,2026-07-29,26,Furniture,Loyal
CUST-0680,35,Female,Charlotte,South,89404.87,6,554.71,92.45,5,2026-08-12,12,Home Essentials,Returning
CUST-0681,49,Female,Orlando,South,63236.98,22,2199.28,99.97,12,2026-08-23,1,Groceries,Loyal
CUST-0682,37,Male,Raleigh,South,63258.4,22,2080.28,94.56,13,2026-07-02,53,Fashion,Returning
CUST-0683,21,Female,Spokane,West,71639.48,23,2790.08,121.31,13,2026-07-04,51,Office Supplies,Loyal
CUST-0684,48,Female,Atlanta,South,61960.02,1,140.0,140.0,1,2026-07-25,30,Office Supplies,Returning
CUST-0685,57,Male,Houston,Central,72013.83,4,364.49,91.12,3,2026-06-14,71,Technology,Returning
CUST-0686,33,Female,Boulder,Central,80810.67,13,1709.12,131.47,13,2026-06-15,70,Fashion,Returning
CUST-0687,45,Male,Austin,Central,72329.02,8,954.79,119.35,7,2026-08-08,16,Home Essentials,Returning
CUST-0688,41,Female,Portland,West,83907.27,9,837.22,93.02,7,2026-07-17,38,Groceries,New
CUST-0689,41,Female,Dallas,Central,101928.56,7,999.33,142.76,5,2026-05-15,101,Technology,Returning
CUST-0690,33,Female,Atlanta,South,87870.51,25,3867.88,154.72,15,2026-08-15,9,Office Supplies,Loyal
CUST-0691,61,Male,Savannah,South,97234.34,7,1073.71,153.39,4,2026-08-21,3,Technology,Loyal
CUST-0692,41,Male,Los Angeles,West,93046.38,2,326.54,163.27,2,2026-06-28,57,Furniture,New
CUST-0693,42,Male,Chicago,Central,52417.79,6,723.57,120.59,6,2026-08-01,23,Groceries,Returning
CUST-0694,39,Male,Seattle,West,64556.52,5,308.83,61.77,3,2026-07-09,46,Office Supplies,Returning
CUST-0695,28,Male,Cambridge,East,93323.3,4,550.53,137.63,4,2026-05-05,111,Home Essentials,Returning
CUST-0696,30,Male,Springfield,Central,108149.85,24,2506.0,104.42,13,2026-08-22,2,Furniture,Loyal
CUST-0697,31,Male,Raleigh,South,83764.92,9,986.86,109.65,6,2026-06-20,65,Groceries,New
CUST-0698,61,Male,Atlanta,South,65879.99,15,2359.23,157.28,14,2026-08-11,13,Groceries,Loyal
CUST-0699,34,Female,Boston,East,94352.26,8,978.85,122.36,5,2026-08-02,22,Technology,Returning
CUST-0700,47,Female,Dallas,Central,79127.18,7,883.36,126.19,7,2026-06-07,78,Office Supplies,Returning
CUST-0701,21,Female,Dallas,Central,61705.15,16,1339.83,83.74,10,2025-12-11,256,Furniture,Returning
CUST-0702,42,Female,Denver,Central,34956.12,1,110.05,110.05,1,2026-08-07,17,Office Supplies,New
CUST-0703,26,Male,Charlotte,South,22731.37,3,291.6,97.2,2,2026-05-09,107,Fashion,New
CUST-0704,41,Male,Raleigh,South,76431.85,12,915.32,76.28,11,2026-06-25,60,Technology,Loyal
CUST-0705,25,Male,Philadelphia,East,66704.43,13,1842.83,141.76,10,2026-08-05,19,Fashion,New
CUST-0706,45,Female,Philadelphia,East,46396.29,7,984.23,140.6,5,2026-08-15,9,Technology,New
CUST-0707,33,Male,Miami,South,85751.55,18,2104.02,116.89,13,2026-07-09,46,Office Supplies,Returning
CUST-0708,35,Female,Miami,South,59088.19,13,1300.61,100.05,10,2026-08-17,7,Fashion,Returning
CUST-0709,18,Female,Portland,West,53076.26,1,144.57,144.57,1,2025-08-24,365,Groceries,New
CUST-0710,38,Male,Miami,South,67302.28,6,852.23,142.04,6,2026-08-17,7,Groceries,Loyal
CUST-0711,38,Male,Seattle,West,75358.47,14,2868.34,204.88,11,2026-04-20,126,Technology,Loyal
CUST-0712,29,Female,Chicago,Central,63497.83,12,1286.2,107.18,9,2026-08-16,8,Technology,Loyal
CUST-0713,25,Female,Charlotte,South,92756.83,1,121.71,121.71,1,2026-04-09,137,Office Supplies,New
CUST-0714,18,Other,Boulder,Central,101500.84,27,3634.07,134.6,15,2026-08-19,5,Groceries,Loyal
CUST-0715,39,Female,Cambridge,East,67864.8,15,1266.44,84.43,15,2026-06-19,66,Furniture,Loyal
CUST-0716,38,Female,Denver,Central,22376.88,10,1081.43,108.14,8,2026-06-09,76,Groceries,Returning
CUST-0717,18,Male,Atlanta,South,66576.67,8,1013.62,126.7,7,2026-04-15,131,Technology,New
CUST-0718,23,Female,Portland,West,79435.29,1,146.11,146.11,1,2025-09-26,332,Office Supplies,New
CUST-0719,38,Male,Atlanta,South,79641.61,2,200.09,100.04,2,2026-01-26,210,Fashion,New
CUST-0720,24,Male,Houston,Central,90316.27,10,1751.08,175.11,9,2026-08-07,17,Home Essentials,Loyal
CUST-0721,28,Male,Pittsburgh,East,43062.4,10,1408.71,140.87,10,2026-07-12,43,Technology,Returning
CUST-0722,35,Male,Chicago,Central,76792.89,7,770.77,110.11,4,2026-04-09,137,Home Essentials,Returning
CUST-0723,21,Female,Spokane,West,71527.14,23,4233.79,184.08,14,2026-06-19,66,Office Supplies,Loyal
CUST-0724,43,Male,Boston,East,85273.26,17,2264.54,133.21,10,2026-07-18,37,Groceries,Loyal
CUST-0725,33,Male,Dallas,Central,46668.27,27,3132.94,116.03,17,2026-07-28,27,Fashion,Loyal
CUST-0726,44,Female,Savannah,South,70549.35,6,614.93,102.49,4,2026-07-24,31,Furniture,New
CUST-0727,29,Female,Savannah,South,57932.09,5,452.77,90.55,5,2026-07-12,43,Office Supplies,Returning
CUST-0728,39,Male,Denver,Central,70853.02,10,1533.52,153.35,9,2026-08-06,18,Technology,Loyal
CUST-0729,57,Female,Austin,Central,81085.53,14,2324.69,166.05,13,2026-06-03,82,Fashion,Returning
CUST-0730,42,Male,Austin,Central,110611.94,4,444.61,111.15,3,2026-06-24,61,Technology,Returning
CUST-0731,52,Male,Buffalo,East,88207.47,10,894.23,89.42,8,2026-05-11,105,Furniture,Returning
CUST-0732,41,Female,Chicago,Central,109459.8,22,2664.88,121.13,12,2026-08-06,18,Groceries,Returning
CUST-0733,29,Male,Buffalo,East,97250.38,1,159.34,159.34,1,2026-07-26,29,Fashion,Returning
CUST-0734,34,Female,Los Angeles,West,72191.75,7,448.76,64.11,5,2026-07-02,53,Technology,Returning
CUST-0735,18,Female,Atlanta,South,59541.23,6,359.55,59.93,5,2026-01-06,230,Groceries,Returning
CUST-0736,68,Male,Charlotte,South,52919.39,8,692.17,86.52,5,2026-07-20,35,Groceries,Returning
CUST-0737,33,Female,Pittsburgh,East,68983.27,12,1843.82,153.65,9,2026-08-06,18,Fashion,Returning
CUST-0738,53,Male,New York City,East,72468.82,22,2398.76,109.03,13,2026-07-24,31,Technology,Loyal
CUST-0739,24,Female,Boston,East,71223.04,2,182.86,91.43,2,2026-03-17,160,Furniture,New
CUST-0740,32,Female,Springfield,Central,50489.03,5,343.85,68.77,4,2026-05-02,114,Office Supplies,New
CUST-0741,26,Female,Spokane,West,81042.33,10,1290.7,129.07,8,2026-08-07,17,Fashion,Returning
CUST-0742,43,Female,Savannah,South,114330.97,3,401.61,133.87,3,2026-07-07,48,Groceries,Returning
CUST-0743,34,Female,Boulder,Central,29191.45,29,2824.52,97.4,16,2026-06-11,74,Office Supplies,Loyal
CUST-0744,29,Female,Buffalo,East,91792.13,23,3668.06,159.48,15,2026-05-03,113,Fashion,Returning
CUST-0745,30,Male,Raleigh,South,60158.85,13,1742.8,134.06,12,2026-08-07,17,Groceries,Loyal
CUST-0746,33,Female,San Diego,West,87074.5,7,662.75,94.68,7,2026-04-26,120,Office Supplies,Returning
CUST-0747,41,Female,Philadelphia,East,105157.53,11,1489.44,135.4,11,2026-06-05,80,Fashion,Returning
CUST-0748,45,Male,Raleigh,South,49303.75,12,1037.15,86.43,9,2026-05-27,89,Groceries,Returning
CUST-0749,39,Male,Savannah,South,54245.66,8,1075.57,134.45,5,2026-05-09,107,Office Supplies,New
CUST-0750,33,Female,Charlotte,South,96436.99,14,1808.39,129.17,13,2026-07-16,39,Home Essentials,Returning
CUST-0751,33,Male,Seattle,West,31025.55,2,197.8,98.9,2,2026-04-15,131,Office Supplies,New
CUST-0752,34,Female,Cambridge,East,107587.63,10,1486.68,148.67,10,2026-07-31,24,Home Essentials,Returning
CUST-0753,36,Female,Atlanta,South,66520.82,1,137.82,137.82,1,2026-06-15,70,Office Supplies,New
CUST-0754,18,Female,Orlando,South,40264.18,10,904.16,90.42,6,2026-03-02,175,Furniture,New
