Order ID,Order Date,Product,Category,Sub-Category,Region,State,City,Customer Segment,Sales,Quantity,Discount,Profit
ORD-00451,2024-08-15,Storage Rack,Furniture,Storage,Central,Colorado,Boulder,Consumer,206.08,2,0,35.57
ORD-00452,2023-02-25,Business Smartphone,Technology,Phones,West,Washington,Spokane,Consumer,898.65,2,0.15,28.9
ORD-00453,2023-11-06,Ring Binder Set,Office Supplies,Binders,East,Pennsylvania,Philadelphia,Corporate,115.43,4,0.15,19.84
ORD-00454,2023-11-12,Presentation Folder,Office Supplies,Binders,East,Massachusetts,Boston,Consumer,70.51,4,0,20.98
ORD-00455,2023-12-10,Keyboard Combo,Technology,Accessories,West,Oregon,Portland,Consumer,274.38,4,0.05,53.74
ORD-00456,2025-07-08,USB-C Hub,Technology,Accessories,Central,Texas,Houston,Home Office,148.74,3,0.2,13.74
ORD-00457,2024-11-17,Visitor Chair,Furniture,Chairs,Central,Illinois,Springfield,Corporate,460.36,4,0.1,50.24
ORD-00458,2024-01-04,Conference Phone,Technology,Phones,East,New York,New York City,Consumer,970.05,3,0.1,79.9
ORD-00459,2023-03-11,Ergo Office Chair,Furniture,Chairs,South,North Carolina,Charlotte,Home Office,379.11,3,0.1,48.98
ORD-00460,2024-01-14,Marker Set,Office Supplies,Art,East,Massachusetts,Boston,Corporate,126.43,6,0,40.46
ORD-00461,2024-10-24,Visitor Chair,Furniture,Chairs,Central,Illinois,Springfield,Consumer,76.57,1,0.2,2.81
ORD-00462,2024-02-15,Conference Phone,Technology,Phones,West,California,San Diego,Corporate,487.5,1,0.1,35.64
ORD-00463,2023-05-30,Bookshelf,Furniture,Storage,Central,Texas,Dallas,Consumer,515.82,3,0.2,33.11
ORD-00464,2025-03-12,Receipt Printer,Technology,Printers,South,Georgia,Savannah,Consumer,1243.14,5,0.1,66.64
ORD-00465,2025-09-14,Bookshelf,Furniture,Storage,West,Washington,Spokane,Consumer,2135.03,10,0.1,177.14
ORD-00466,2025-07-30,Archive Box,Office Supplies,Binders,East,Pennsylvania,Philadelphia,Home Office,33.08,3,0,8.76
ORD-00467,2025-09-23,Bookshelf,Furniture,Storage,Central,Texas,Houston,Consumer,779.09,4,0.05,121.83
ORD-00468,2024-09-22,Wireless Mouse,Technology,Accessories,East,New York,Buffalo,Corporate,55.38,1,0,16.05
ORD-00469,2023-11-02,Copy Paper Box,Office Supplies,Paper,East,New York,Buffalo,Corporate,86.96,2,0.2,3.69
ORD-00470,2023-12-19,Ring Binder Set,Office Supplies,Binders,West,California,San Diego,Consumer,158.87,5,0,40.37
ORD-00471,2024-02-20,Receipt Printer,Technology,Printers,West,California,San Diego,Corporate,341.71,1,0.15,13.74
ORD-00472,2024-11-18,Work Desk,Furniture,Tables,Central,Texas,Austin,Consumer,264.33,1,0,55.88
ORD-00473,2025-02-09,Premium Notebook,Office Supplies,Paper,East,New York,New York City,Home Office,60.95,4,0.05,17.68
ORD-00474,2025-09-01,Copy Paper Box,Office Supplies,Paper,Central,Colorado,Boulder,Consumer,204.67,6,0.05,41.22
ORD-00475,2023-06-30,Presentation Folder,Office Supplies,Binders,West,Oregon,Portland,Consumer,127.19,10,0.25,16.58
ORD-00476,2025-11-05,Storage Rack,Furniture,Storage,East,New York,New York City,Consumer,137.56,1,0.15,2.48
ORD-00477,2023-03-30,Conference Table,Furniture,Tables,East,Massachusetts,Cambridge,Corporate,5132.28,6,0,846.46
ORD-00478,2023-11-20,Archive Box,Office Supplies,Binders,East,New York,Buffalo,Corporate,37.2,2,0,10.07
ORD-00479,2024-10-29,Executive Chair,Furniture,Chairs,West,California,San Francisco,Home Office,286.81,1,0.05,45.27
ORD-00480,2025-07-20,Work Desk,Furniture,Tables,West,California,San Diego,Consumer,245.36,1,0,43.73
ORD-00481,2023-08-16,Presentation Folder,Office Supplies,Binders,East,Massachusetts,Boston,Home Office,37.17,3,0.1,8.24
ORD-00482,2024-04-15,Bookshelf,Furniture,Storage,South,Florida,Tampa,Consumer,405.67,2,0,67.39
ORD-00483,2025-06-08,Laser Printer,Technology,Printers,South,Florida,Orlando,Home Office,321.05,1,0.05,34.14
ORD-00484,2025-09-08,Marker Set,Office Supplies,Art,West,California,Los Angeles,Corporate,23.15,1,0.1,5.3
ORD-00485,2023-07-05,Bookshelf,Furniture,Storage,East,Massachusetts,Boston,Home Office,420.09,2,0,86.81
ORD-00486,2025-08-08,Sticky Notes Pack,Office Supplies,Paper,East,Pennsylvania,Pittsburgh,Corporate,22.96,2,0.1,6.38
ORD-00487,2024-02-29,Sticky Notes Pack,Office Supplies,Paper,South,North Carolina,Charlotte,Corporate,54.21,6,0,18.99
ORD-00488,2023-03-25,Conference Phone,Technology,Phones,West,California,San Diego,Corporate,355.67,1,0.25,11.47
ORD-00489,2024-03-05,Premium Notebook,Office Supplies,Paper,West,Washington,Spokane,Consumer,22.09,1,0,6.36
ORD-00490,2025-12-25,Desk Organizer,Office Supplies,Art,West,Washington,Seattle,Consumer,175.22,5,0,51.21
ORD-00491,2023-06-07,Work Desk,Furniture,Tables,Central,Illinois,Chicago,Home Office,543.3,3,0.05,80.57
ORD-00492,2023-09-28,Keyboard Combo,Technology,Accessories,Central,Texas,Dallas,Consumer,56.35,1,0.15,8.35
ORD-00493,2024-12-03,Presentation Folder,Office Supplies,Binders,Central,Colorado,Boulder,Consumer,36.41,3,0.15,6.37
ORD-00494,2025-01-31,Copy Paper Box,Office Supplies,Paper,West,Washington,Seattle,Corporate,52.12,1,0.05,11.21
ORD-00495,2023-11-11,Ergo Office Chair,Furniture,Chairs,South,North Carolina,Charlotte,Consumer,403.65,2,0,110.43
ORD-00496,2023-10-30,Laser Printer,Technology,Printers,West,California,Los Angeles,Consumer,994.84,2,0,99.76
ORD-00497,2025-11-05,Inkjet Printer,Technology,Printers,West,Washington,Seattle,Corporate,866.57,4,0.2,-15.47
ORD-00498,2023-03-24,File Cabinet,Furniture,Storage,West,Washington,Seattle,Consumer,204.71,1,0,37.76
ORD-00499,2024-07-23,Executive Chair,Furniture,Chairs,South,North Carolina,Charlotte,Home Office,488.8,2,0.05,71.32
ORD-00500,2025-01-09,Inkjet Printer,Technology,Printers,West,Washington,Seattle,Consumer,349.25,2,0.25,-10.11
ORD-00501,2025-06-28,Presentation Folder,Office Supplies,Binders,West,Oregon,Eugene,Corporate,34.97,2,0.15,7.65
ORD-00502,2025-12-11,Sticky Notes Pack,Office Supplies,Paper,Central,Texas,Houston,Consumer,59.06,6,0,21.8
ORD-00503,2023-10-08,Conference Table,Furniture,Tables,West,California,San Francisco,Home Office,1419.29,2,0.05,144.94
ORD-00504,2024-06-21,Receipt Printer,Technology,Printers,West,Oregon,Eugene,Consumer,510.5,2,0.1,45.05
ORD-00505,2023-05-17,USB-C Hub,Technology,Accessories,West,Washington,Spokane,Corporate,173.02,2,0.1,31.47
ORD-00506,2024-06-15,Ergo Office Chair,Furniture,Chairs,West,Oregon,Portland,Consumer,225.12,1,0,47.99
ORD-00507,2024-08-20,Conference Phone,Technology,Phones,East,Pennsylvania,Philadelphia,Corporate,1304.08,3,0,267.24
ORD-00508,2024-09-08,Storage Rack,Furniture,Storage,West,Oregon,Eugene,Home Office,110.99,1,0.05,11.65
ORD-00509,2023-11-30,Executive Chair,Furniture,Chairs,East,New York,New York City,Consumer,2025.71,6,0,410.48
ORD-00510,2025-01-12,Coffee Table,Furniture,Tables,West,Washington,Seattle,Corporate,151.7,1,0.15,2.33
ORD-00511,2024-04-09,Business Smartphone,Technology,Phones,South,Georgia,Atlanta,Consumer,1612.88,4,0.1,164.89
ORD-00512,2025-11-17,Wireless Mouse,Technology,Accessories,South,Florida,Miami,Consumer,35.17,1,0,10.49
ORD-00513,2024-02-14,Work Desk,Furniture,Tables,East,Pennsylvania,Pittsburgh,Home Office,454.82,2,0,79.92
ORD-00514,2023-05-20,File Cabinet,Furniture,Storage,West,Oregon,Portland,Home Office,125.5,1,0.1,18.33
ORD-00515,2025-10-29,Presentation Folder,Office Supplies,Binders,Central,Texas,Dallas,Corporate,17.7,1,0.15,3.81
ORD-00516,2025-04-14,Work Desk,Furniture,Tables,West,Oregon,Portland,Corporate,765.24,2,0,147.0
ORD-00517,2025-02-27,Receipt Printer,Technology,Printers,West,Washington,Seattle,Corporate,578.49,2,0.15,56.69
ORD-00518,2025-09-01,Ring Binder Set,Office Supplies,Binders,East,Pennsylvania,Pittsburgh,Corporate,64.25,2,0.05,15.79
ORD-00519,2023-07-28,Copy Paper Box,Office Supplies,Paper,West,California,San Francisco,Consumer,228.27,5,0,53.06
ORD-00520,2024-07-13,Desk Organizer,Office Supplies,Art,West,Oregon,Eugene,Home Office,55.79,2,0,14.61
ORD-00521,2024-04-17,Copy Paper Box,Office Supplies,Paper,East,New York,New York City,Corporate,60.97,1,0,13.39
ORD-00522,2023-07-17,Whiteboard Kit,Office Supplies,Art,Central,Illinois,Chicago,Consumer,103.52,2,0.05,18.78
ORD-00523,2023-02-06,Premium Notebook,Office Supplies,Paper,South,Florida,Orlando,Consumer,73.7,5,0,23.79
ORD-00524,2024-09-12,Premium Notebook,Office Supplies,Paper,West,Washington,Spokane,Corporate,24.2,1,0.1,5.68
ORD-00525,2025-09-01,Conference Phone,Technology,Phones,East,Massachusetts,Cambridge,Corporate,882.66,2,0.1,77.33
ORD-00526,2023-04-03,Conference Table,Furniture,Tables,South,North Carolina,Charlotte,Corporate,2403.9,3,0,376.87
ORD-00527,2023-04-26,Copy Paper Box,Office Supplies,Paper,Central,Colorado,Denver,Home Office,35.48,1,0,7.85
ORD-00528,2025-08-01,Archive Box,Office Supplies,Binders,West,Washington,Spokane,Consumer,26.73,2,0,6.44
ORD-00529,2023-07-20,Sticky Notes Pack,Office Supplies,Paper,Central,Illinois,Springfield,Corporate,44.36,4,0,15.45
ORD-00530,2025-10-14,Sticky Notes Pack,Office Supplies,Paper,East,Massachusetts,Boston,Consumer,28.76,3,0.15,6.52
ORD-00531,2023-07-14,Wireless Mouse,Technology,Accessories,West,Oregon,Eugene,Consumer,97.07,2,0,27.13
ORD-00532,2024-10-03,Conference Table,Furniture,Tables,Central,Illinois,Chicago,Home Office,1640.74,3,0.05,222.27
ORD-00533,2025-08-15,Storage Rack,Furniture,Storage,South,Georgia,Atlanta,Corporate,248.4,2,0,34.66
ORD-00534,2025-06-10,Conference Phone,Technology,Phones,East,Massachusetts,Cambridge,Home Office,993.18,3,0,156.31
ORD-00535,2024-01-29,Conference Table,Furniture,Tables,West,Washington,Spokane,Corporate,876.0,1,0,159.63
ORD-00536,2023-12-27,Sticky Notes Pack,Office Supplies,Paper,West,California,Los Angeles,Home Office,10.44,1,0.05,3.14
ORD-00537,2025-01-14,Premium Notebook,Office Supplies,Paper,South,North Carolina,Charlotte,Consumer,43.13,3,0.05,11.94
ORD-00538,2025-12-11,Ergo Office Chair,Furniture,Chairs,Central,Illinois,Springfield,Home Office,621.68,4,0.15,53.18
ORD-00539,2023-08-07,Conference Table,Furniture,Tables,West,Oregon,Portland,Corporate,1478.56,2,0.2,45.06
ORD-00540,2024-07-22,Premium Notebook,Office Supplies,Paper,West,Washington,Spokane,Consumer,175.51,8,0.05,52.72
ORD-00541,2024-05-05,Conference Table,Furniture,Tables,Central,Colorado,Boulder,Home Office,1513.91,3,0.05,142.55
ORD-00542,2025-03-15,Presentation Folder,Office Supplies,Binders,East,New York,Buffalo,Consumer,80.53,6,0.2,12.84
ORD-00543,2025-04-12,Ring Binder Set,Office Supplies,Binders,South,Georgia,Savannah,Corporate,169.41,6,0,43.46
ORD-00544,2023-11-25,Marker Set,Office Supplies,Art,West,Oregon,Eugene,Consumer,21.45,1,0,6.89
ORD-00545,2023-10-06,Executive Chair,Furniture,Chairs,West,Oregon,Portland,Consumer,386.44,1,0.1,41.54
ORD-00546,2025-04-20,Presentation Folder,Office Supplies,Binders,West,Oregon,Portland,Consumer,47.59,3,0.15,10.59
ORD-00547,2024-01-08,USB-C Hub,Technology,Accessories,East,New York,New York City,Home Office,599.83,8,0,147.6
ORD-00548,2025-05-28,Business Smartphone,Technology,Phones,South,Florida,Tampa,Consumer,2176.91,4,0,334.77
ORD-00549,2023-08-31,Ergo Office Chair,Furniture,Chairs,South,Georgia,Savannah,Corporate,389.48,2,0,102.65
ORD-00550,2024-01-23,Wireless Mouse,Technology,Accessories,East,Massachusetts,Boston,Corporate,321.92,6,0,83.92
ORD-00551,2023-09-30,Desk Organizer,Office Supplies,Art,Central,Colorado,Boulder,Corporate,118.93,4,0,29.93
ORD-00552,2024-04-25,USB-C Hub,Technology,Accessories,South,North Carolina,Charlotte,Consumer,167.17,2,0,38.21
ORD-00553,2023-03-26,Wireless Mouse,Technology,Accessories,West,Washington,Spokane,Consumer,80.18,2,0.05,18.68
ORD-00554,2023-09-19,USB-C Hub,Technology,Accessories,West,Washington,Spokane,Home Office,71.84,1,0.15,9.68
ORD-00555,2023-12-04,Wireless Mouse,Technology,Accessories,West,Oregon,Eugene,Consumer,42.78,1,0,13.09
ORD-00556,2025-06-12,Work Desk,Furniture,Tables,West,Oregon,Eugene,Consumer,228.89,1,0.1,23.86
ORD-00557,2024-08-04,Executive Chair,Furniture,Chairs,West,Washington,Seattle,Corporate,3437.09,8,0.05,512.7
ORD-00558,2025-10-17,Ring Binder Set,Office Supplies,Binders,West,Oregon,Portland,Consumer,81.2,3,0.2,10.8
ORD-00559,2025-09-09,USB-C Hub,Technology,Accessories,Central,Illinois,Chicago,Corporate,762.33,8,0,215.15
ORD-00560,2023-09-22,Executive Chair,Furniture,Chairs,West,California,San Diego,Consumer,2828.27,8,0,686.5
ORD-00561,2025-03-27,Ergo Office Chair,Furniture,Chairs,West,Washington,Spokane,Corporate,2100.89,8,0,541.68
ORD-00562,2024-09-27,Marker Set,Office Supplies,Art,West,California,San Francisco,Corporate,38.67,2,0.15,7.01
ORD-00563,2025-05-15,Marker Set,Office Supplies,Art,West,Washington,Seattle,Consumer,32.96,2,0.05,7.87
ORD-00564,2025-10-11,Receipt Printer,Technology,Printers,East,Massachusetts,Cambridge,Consumer,1427.73,4,0,213.48
ORD-00565,2024-05-24,USB-C Hub,Technology,Accessories,East,New York,New York City,Corporate,199.64,2,0,54.47
ORD-00566,2024-12-28,Executive Chair,Furniture,Chairs,East,Pennsylvania,Pittsburgh,Consumer,332.68,1,0,66.32
ORD-00567,2025-07-20,Archive Box,Office Supplies,Binders,South,Georgia,Atlanta,Consumer,7.89,1,0.25,0.34
ORD-00568,2023-02-06,Ergo Office Chair,Furniture,Chairs,East,Massachusetts,Cambridge,Corporate,1022.34,5,0.2,103.53
ORD-00569,2025-01-08,Whiteboard Kit,Office Supplies,Art,West,Washington,Seattle,Consumer,55.94,1,0,13.75
ORD-00570,2024-03-04,Conference Phone,Technology,Phones,East,Pennsylvania,Philadelphia,Consumer,1539.35,4,0,321.2
ORD-00571,2025-06-30,Ring Binder Set,Office Supplies,Binders,South,North Carolina,Charlotte,Consumer,50.35,3,0.15,10.47
ORD-00572,2025-06-03,Archive Box,Office Supplies,Binders,West,Oregon,Eugene,Consumer,28.39,2,0.05,6.6
ORD-00573,2025-09-26,Executive Chair,Furniture,Chairs,East,Pennsylvania,Pittsburgh,Corporate,415.02,1,0.1,66.73
ORD-00574,2024-12-11,Wireless Mouse,Technology,Accessories,East,Pennsylvania,Philadelphia,Consumer,89.59,2,0.05,24.97
ORD-00575,2025-08-17,Coffee Table,Furniture,Tables,Central,Illinois,Springfield,Corporate,566.67,4,0.15,50.58
ORD-00576,2025-09-15,Ergo Office Chair,Furniture,Chairs,Central,Texas,Dallas,Home Office,316.44,2,0,73.83
ORD-00577,2024-06-18,Business Smartphone,Technology,Phones,South,North Carolina,Charlotte,Corporate,1101.31,2,0,155.96
ORD-00578,2024-11-27,Sticky Notes Pack,Office Supplies,Paper,East,New York,New York City,Corporate,78.89,6,0,25.81
ORD-00579,2023-08-05,Marker Set,Office Supplies,Art,South,Florida,Tampa,Consumer,42.61,3,0.15,8.4
ORD-00580,2025-06-23,Archive Box,Office Supplies,Binders,South,Florida,Tampa,Consumer,51.7,5,0,13.96
ORD-00581,2023-01-14,Conference Table,Furniture,Tables,West,California,Los Angeles,Consumer,3303.93,4,0,591.27
ORD-00582,2025-12-20,Business Smartphone,Technology,Phones,South,Georgia,Savannah,Home Office,3683.76,8,0.05,340.35
ORD-00583,2023-01-21,Marker Set,Office Supplies,Art,East,Massachusetts,Cambridge,Home Office,16.24,1,0,5.06
ORD-00584,2023-04-29,Whiteboard Kit,Office Supplies,Art,South,Georgia,Savannah,Consumer,146.15,3,0.05,30.22
ORD-00585,2023-01-17,Whiteboard Kit,Office Supplies,Art,South,North Carolina,Raleigh,Consumer,52.91,1,0.05,10.31
ORD-00586,2025-04-08,Ring Binder Set,Office Supplies,Binders,East,Massachusetts,Cambridge,Corporate,153.76,4,0,39.37
ORD-00587,2024-10-01,Laser Printer,Technology,Printers,East,Pennsylvania,Pittsburgh,Consumer,1928.73,4,0.1,85.79
ORD-00588,2025-02-02,Bookshelf,Furniture,Storage,East,Pennsylvania,Philadelphia,Consumer,663.33,3,0,131.65
ORD-00589,2025-12-28,Premium Notebook,Office Supplies,Paper,West,Oregon,Portland,Corporate,53.99,2,0,18.01
ORD-00590,2025-01-09,Conference Phone,Technology,Phones,West,Washington,Seattle,Consumer,735.19,2,0,142.62
ORD-00591,2025-04-04,Inkjet Printer,Technology,Printers,South,North Carolina,Raleigh,Corporate,2186.78,10,0.1,28.06
ORD-00592,2023-11-30,Visitor Chair,Furniture,Chairs,Central,Texas,Austin,Corporate,332.94,3,0.1,34.59
ORD-00593,2025-01-26,Sticky Notes Pack,Office Supplies,Paper,South,Florida,Miami,Consumer,14.36,2,0.05,4.46
ORD-00594,2024-08-25,Business Smartphone,Technology,Phones,Central,Illinois,Chicago,Home Office,799.6,2,0,88.06
ORD-00595,2024-12-15,Visitor Chair,Furniture,Chairs,West,Washington,Spokane,Home Office,424.78,4,0.05,67.93
ORD-00596,2025-10-30,Archive Box,Office Supplies,Binders,West,Oregon,Eugene,Consumer,42.76,3,0.05,8.4
ORD-00597,2023-04-04,Archive Box,Office Supplies,Binders,West,California,Los Angeles,Corporate,51.46,3,0.1,7.75
ORD-00598,2023-06-24,Storage Rack,Furniture,Storage,West,California,San Diego,Corporate,566.34,4,0.05,64.51
ORD-00599,2023-02-08,Ergo Office Chair,Furniture,Chairs,South,North Carolina,Raleigh,Consumer,533.52,3,0,144.42
ORD-00600,2024-11-27,Wireless Mouse,Technology,Accessories,South,Georgia,Savannah,Consumer,35.65,1,0,9.86
ORD-00601,2023-07-03,Coffee Table,Furniture,Tables,East,Pennsylvania,Pittsburgh,Consumer,529.34,4,0,104.83
ORD-00602,2024-06-12,Business Smartphone,Technology,Phones,East,Pennsylvania,Philadelphia,Corporate,2500.05,4,0,350.54
ORD-00603,2025-04-13,Visitor Chair,Furniture,Chairs,Central,Texas,Dallas,Corporate,383.3,3,0,60.62
ORD-00604,2025-04-13,Receipt Printer,Technology,Printers,East,New York,Buffalo,Corporate,412.48,1,0,68.51
ORD-00605,2023-03-27,Coffee Table,Furniture,Tables,West,California,Los Angeles,Consumer,929.41,6,0,190.48
ORD-00606,2024-03-11,Inkjet Printer,Technology,Printers,East,Pennsylvania,Philadelphia,Consumer,375.21,2,0,33.08
ORD-00607,2025-06-03,Bookshelf,Furniture,Storage,South,Georgia,Savannah,Home Office,708.1,4,0,115.91
ORD-00608,2024-11-03,File Cabinet,Furniture,Storage,Central,Texas,Austin,Consumer,908.45,6,0.1,113.47
ORD-00609,2025-03-15,Receipt Printer,Technology,Printers,East,New York,Buffalo,Corporate,679.8,2,0.15,25.52
ORD-00610,2023-01-18,Work Desk,Furniture,Tables,West,California,San Diego,Consumer,432.85,2,0.2,35.79
ORD-00611,2024-09-12,Copy Paper Box,Office Supplies,Paper,South,Georgia,Atlanta,Consumer,195.83,6,0.1,37.31
ORD-00612,2025-03-22,Coffee Table,Furniture,Tables,West,California,San Diego,Consumer,615.5,4,0.1,71.53
ORD-00613,2023-05-14,File Cabinet,Furniture,Storage,South,North Carolina,Raleigh,Consumer,355.72,3,0.25,-1.55
ORD-00614,2025-07-18,Coffee Table,Furniture,Tables,Central,Colorado,Denver,Home Office,188.32,2,0.15,15.8
ORD-00615,2025-10-11,Conference Phone,Technology,Phones,East,Massachusetts,Cambridge,Corporate,959.66,2,0,194.33
ORD-00616,2024-04-07,Ring Binder Set,Office Supplies,Binders,South,Florida,Miami,Consumer,19.55,1,0.05,4.21
ORD-00617,2024-11-15,Copy Paper Box,Office Supplies,Paper,West,Washington,Seattle,Home Office,82.28,2,0,18.8
ORD-00618,2023-07-15,Marker Set,Office Supplies,Art,East,New York,New York City,Consumer,102.56,6,0.1,27.15
ORD-00619,2023-04-23,Inkjet Printer,Technology,Printers,East,Pennsylvania,Philadelphia,Corporate,451.65,2,0,38.46
ORD-00620,2023-01-22,Keyboard Combo,Technology,Accessories,South,North Carolina,Charlotte,Consumer,310.22,6,0.1,57.2
ORD-00621,2023-07-30,File Cabinet,Furniture,Storage,Central,Texas,Austin,Consumer,311.74,2,0,56.76
ORD-00622,2023-10-09,Copy Paper Box,Office Supplies,Paper,West,Washington,Spokane,Consumer,220.26,5,0.1,34.13
ORD-00623,2025-01-25,Whiteboard Kit,Office Supplies,Art,Central,Texas,Houston,Consumer,224.54,5,0.05,49.2
ORD-00624,2024-02-17,Ring Binder Set,Office Supplies,Binders,Central,Colorado,Boulder,Corporate,61.4,2,0.05,14.58
ORD-00625,2023-11-29,Visitor Chair,Furniture,Chairs,East,New York,New York City,Corporate,279.4,2,0,56.71
ORD-00626,2025-02-08,Ergo Office Chair,Furniture,Chairs,West,California,San Francisco,Consumer,198.8,1,0,51.64
ORD-00627,2023-03-31,Copy Paper Box,Office Supplies,Paper,West,California,San Francisco,Corporate,109.33,2,0.05,24.8
ORD-00628,2023-07-27,File Cabinet,Furniture,Storage,West,California,San Francisco,Home Office,350.23,2,0,80.97
ORD-00629,2025-06-07,Copy Paper Box,Office Supplies,Paper,East,New York,New York City,Consumer,95.06,2,0,20.52
ORD-00630,2023-04-05,Marker Set,Office Supplies,Art,South,Georgia,Atlanta,Consumer,15.64,1,0.1,3.81
ORD-00631,2025-09-28,Visitor Chair,Furniture,Chairs,Central,Colorado,Denver,Consumer,169.04,2,0.15,13.32
ORD-00632,2024-01-02,USB-C Hub,Technology,Accessories,Central,Colorado,Boulder,Consumer,226.0,3,0.05,43.61
ORD-00633,2024-02-20,Wireless Desk Phone,Technology,Phones,East,Massachusetts,Cambridge,Corporate,1185.46,6,0,208.0
ORD-00634,2025-06-29,Conference Phone,Technology,Phones,East,Pennsylvania,Pittsburgh,Consumer,811.7,2,0,141.93
ORD-00635,2024-01-03,USB-C Hub,Technology,Accessories,East,New York,Buffalo,Home Office,137.93,2,0.1,18.53
ORD-00636,2023-05-27,Laser Printer,Technology,Printers,West,Oregon,Eugene,Consumer,1803.07,4,0.1,138.18
ORD-00637,2023-10-10,Whiteboard Kit,Office Supplies,Art,West,Washington,Seattle,Corporate,196.77,2,0,47.9
ORD-00638,2023-01-25,Laser Printer,Technology,Printers,South,Florida,Miami,Corporate,457.15,1,0,59.64
ORD-00639,2025-08-02,Wireless Desk Phone,Technology,Phones,South,Georgia,Savannah,Consumer,249.64,2,0.05,34.77
ORD-00640,2023-01-20,Inkjet Printer,Technology,Printers,West,Washington,Spokane,Corporate,468.45,2,0.1,1.62
ORD-00641,2023-03-07,Premium Notebook,Office Supplies,Paper,West,Oregon,Eugene,Home Office,19.25,1,0,5.52
ORD-00642,2025-07-13,Ring Binder Set,Office Supplies,Binders,East,Pennsylvania,Philadelphia,Consumer,68.87,3,0.05,19.54
ORD-00643,2024-08-04,Coffee Table,Furniture,Tables,West,Washington,Seattle,Consumer,176.17,1,0,36.0
ORD-00644,2023-09-22,USB-C Hub,Technology,Accessories,East,New York,New York City,Home Office,126.25,2,0.15,20.88
ORD-00645,2024-09-27,Receipt Printer,Technology,Printers,Central,Illinois,Chicago,Consumer,247.55,1,0,40.64
ORD-00646,2025-10-02,Laser Printer,Technology,Printers,Central,Illinois,Springfield,Consumer,1833.83,5,0.1,123.42
ORD-00647,2025-04-30,Storage Rack,Furniture,Storage,West,Washington,Seattle,Corporate,141.95,1,0.1,5.66
ORD-00648,2024-08-20,Sticky Notes Pack,Office Supplies,Paper,Central,Texas,Dallas,Consumer,33.98,4,0,11.99
ORD-00649,2024-10-29,Wireless Desk Phone,Technology,Phones,East,New York,Buffalo,Consumer,469.44,3,0.1,59.72
ORD-00650,2024-02-03,Wireless Desk Phone,Technology,Phones,East,New York,Buffalo,Corporate,327.83,2,0.05,57.61
ORD-00651,2025-06-15,Work Desk,Furniture,Tables,East,New York,New York City,Consumer,216.29,1,0.1,17.06
ORD-00652,2024-07-13,Work Desk,Furniture,Tables,East,New York,New York City,Consumer,252.74,1,0.05,40.98
ORD-00653,2023-07-30,Keyboard Combo,Technology,Accessories,East,New York,New York City,Corporate,257.46,4,0.2,30.09
ORD-00654,2025-05-13,Visitor Chair,Furniture,Chairs,South,North Carolina,Charlotte,Consumer,437.56,5,0.1,43.38
ORD-00655,2025-05-01,Keyboard Combo,Technology,Accessories,West,California,San Diego,Consumer,156.37,3,0.2,21.28
ORD-00656,2023-12-22,Bookshelf,Furniture,Storage,East,New York,Buffalo,Consumer,789.38,3,0,163.84
ORD-00657,2025-04-21,Inkjet Printer,Technology,Printers,South,Florida,Tampa,Corporate,1673.33,10,0.15,-51.96
ORD-00658,2025-03-06,Marker Set,Office Supplies,Art,West,Oregon,Eugene,Home Office,44.11,3,0,13.2
ORD-00659,2025-11-12,Sticky Notes Pack,Office Supplies,Paper,Central,Texas,Houston,Consumer,35.97,4,0,12.08
ORD-00660,2023-06-12,Conference Table,Furniture,Tables,West,California,San Francisco,Consumer,655.29,1,0.2,-4.99
ORD-00661,2024-11-04,Coffee Table,Furniture,Tables,Central,Texas,Austin,Corporate,322.33,2,0.15,29.46
ORD-00662,2024-12-02,File Cabinet,Furniture,Storage,South,North Carolina,Charlotte,Corporate,888.43,4,0,161.63
ORD-00663,2023-01-13,Work Desk,Furniture,Tables,South,Florida,Tampa,Home Office,1058.01,6,0,223.97
ORD-00664,2024-02-23,Visitor Chair,Furniture,Chairs,Central,Illinois,Chicago,Corporate,105.67,1,0,18.93
ORD-00665,2024-02-17,Work Desk,Furniture,Tables,South,Georgia,Savannah,Consumer,463.96,2,0,78.93
ORD-00666,2025-09-14,Conference Table,Furniture,Tables,South,Georgia,Atlanta,Corporate,737.01,1,0,122.74
ORD-00667,2025-09-11,Executive Chair,Furniture,Chairs,West,California,Los Angeles,Consumer,1579.85,5,0.1,214.62
ORD-00668,2025-03-19,Presentation Folder,Office Supplies,Binders,West,Oregon,Portland,Consumer,13.36,1,0.2,1.97
ORD-00669,2025-06-12,Desk Organizer,Office Supplies,Art,West,Washington,Spokane,Corporate,102.39,3,0.2,10.53
ORD-00670,2025-01-10,Marker Set,Office Supplies,Art,Central,Colorado,Denver,Consumer,26.3,2,0.1,6.65
ORD-00671,2023-11-27,Executive Chair,Furniture,Chairs,Central,Illinois,Springfield,Corporate,3625.68,8,0,691.7
ORD-00672,2025-05-24,Coffee Table,Furniture,Tables,South,North Carolina,Raleigh,Corporate,621.21,4,0.1,35.61
ORD-00673,2024-12-06,Archive Box,Office Supplies,Binders,East,Pennsylvania,Pittsburgh,Corporate,17.7,1,0,4.78
ORD-00674,2025-05-05,Inkjet Printer,Technology,Printers,Central,Texas,Houston,Consumer,643.48,4,0,63.89
ORD-00675,2024-03-11,Executive Chair,Furniture,Chairs,East,New York,Buffalo,Home Office,1716.65,5,0,380.01
